Respondent ID,Branch,Function,Consent for care call engagement,Please select your gender,Kindly select age group,"Are you aware of the current EWP, including health and wellness initiatives offered by the organization?",Did you participate in the wellness caravan during the wellness month?,"If No to Question 10, please state your reason for not participating","Reflecting on your experiences in 2025, which personal factors have affected your well-being? (Select all that apply.)",Personal Factors Affecting Wellbeing - Career/Education,Personal Factors Affecting Wellbeing - Work Stressors,Personal Factors Affecting Wellbeing - Work-Life Imbalance,Personal Factors Affecting Wellbeing - Gen-Z Protests,Personal Factors Affecting Wellbeing - Marital Issues,Personal Factors Affecting Wellbeing - Financial Challenges,Personal Factors Affecting Wellbeing - Relationship Difficulties,Personal Factors Affecting Wellbeing - Parenting Challenges,Personal Factors Affecting Wellbeing - Anxiety/Depression,Personal Factors Affecting Wellbeing - Traumatic Experiences,Personal Factors Affecting Wellbeing - Loss & Grief,Personal Factors Affecting Wellbeing - Alcohol/Dependency,Personal Factors Affecting Wellbeing - Chronic Diseases,Personal Factors Affecting Wellbeing - Other,"During the year 2025, have you accessed the Employee Assistance Program counselling services?","If No to Question 13, please state your reason for not participating","Based on the current economic developments, what financial empowerment programs would you like to be implemented in the EWP program?",Financial Empowerment - Debt Management,Financial Empowerment - Retirement Planning,Financial Empowerment - Investment,Financial Empowerment - Financial Planning,Financial Empowerment - Other,Which areas of mental health and wellbeing would you propose to be included in the wellness program to address your needs?,Mental Health/Wellbeing Focus - Lifestyle Diseases,Mental Health/Wellbeing Focus - Addiction/Stigma,Mental Health/Wellbeing Focus - Men/Women Forum,Mental Health/Wellbeing Focus - Relationships/Marriages,Mental Health/Wellbeing Focus - Parenting/Childcare,Mental Health/Wellbeing Focus - Awareness Sessions,Mental Health/Wellbeing Focus - Financial Literacy,Mental Health/Wellbeing Focus - Workplace Relationships,Mental Health/Wellbeing Focus - Teens Program,Mental Health/Wellbeing Focus - Other,What would you recommend to the organization to cultivate a healthy work environment that promotes maximum productivity? Please prioritize your suggestions:,"Embrace teamwork among colleagues through employee engagement forums/ sporting activities, team building","Initiate family visit days to the office- e.g., during customer service week…",Improve social support structures among employees/team members,State any other program…,I am interested in the Mental Health Peer Counselling Training Program,I am interested in being trained as a wellness champion,Did you participate in the 2024 survey?,"If you participated in the 2024 survey , what changes have you observed",Any suggestions to include in our next survey?
118941657513,Kisumu Branch,Sales,Yes,Female,35-44,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,,,,,Financial planning,,,,,,,,,,,,NONE,Important,Important,Important,Important,,Yes,Yes,Yes,MORE LISTENING,NONE
118941661477,KAMAKIS,Sales,Yes,Male,35-44,Yes,No,INSURANCE CARD LIMIT,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,BURNOUT,Important,Important,Important,Important,,Yes,No,Yes,NONE,SATISFIED
118941665080,Bishops Gate,Relationship Manager,Yes,Male,35-44,Yes,Yes,,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,Financial planning,,,,,,,,,,,,BURNOUT,Urgent,Urgent,Important,Urgent,,Yes,Yes,No,NONE,NONE
118941667744,Kericho Branch,Sales,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,,,,,,,,,,,,BURNOUT,Important,Important,Important,Important,,Yes,Yes,No,NONE,SATISFIED
118941669732,Bishops Gate,Sales,Yes,Male,25-34,Yes,No,FELT OKAY,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,SAVINGS,,,,,,,,,,,NONE,Important,Important,Important,Important,,Yes,Yes,No,NONE,SATISFIED
118941672147,Thika Branch,Bancassurance,Yes,Male,45-54,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,NO DETAILS,,,Retirement planning,,,,,,,,,,,,,,WORK LIFE INTEGRATION,Important,Important,Urgent,Important,,Yes,Yes,No,NONE,SATISFIED
118941673827,Nyali Branch,Sales,Yes,Male,35-44,Yes,No,INSURANCE CARD LIMIT,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,Investment,,,,,,,,,,,,,NONE,Important,Important,Important,Important,,No,No,No,NONE,SATISFIED
118941675919,Bishops Gate,Sales,Yes,Female,45-54,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,NONE,,,,,,,,,,,BURNOUT,Important,Urgent,Urgent,Urgent,,Yes,Yes,No,NONE,SATISFIED
118941683675,Sarit Centre Prestige,Lead Generator (LG),Yes,Female,25-34,Yes,No,not around,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,not willing,,,,Investment,,,,Health and well-being including lifestyle diseases,,,,,,,,,,Important,Important,Important,Important,,No,No,Yes,neutral,no
118941692982,TMU BRANCH,Lead Generator (LG),Yes,Male,35-44,Yes,No,Newly employed,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,No issue,,,,Investment,,,Anxiety/depression,,,Men Cave/Women Forum,,,,Money matters/Financial coaching and literacy sessions,,,,Important,Urgent,Not Important.,Urgent,,Yes,Yes,No,,No suggestions for now
118941708684,Bishops Gate,Lead Generator (LG),Yes,Female,25-34,Yes,No,recently employed  ,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,no issue that require counselling,Personal financial management,,,,,,Anxiety/depression,,,,Building healthy relationships/marriages,,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,Not Important.,Urgent,,Yes,Yes,No,,No suggestion
118941733920,kawangware branch,Lead Generator (LG),Yes,Male,Below 25 Years,Yes,No,Recently employed,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Relationship difficulties,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,there is no issue that require counselling,Personal financial management,,,,Financial planning,,,,,,Building healthy relationships/marriages,,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,Urgent,Not Important.,Important,,Yes,Yes,No,,
118941738499,Kisii Branch,Lead Generator (LG),Yes,Female,25-34,Yes,No,Recently employed,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,No issue,Personal financial management,,Retirement planning,Investment,,,,Health and well-being including lifestyle diseases,,,,,,Money matters/Financial coaching and literacy sessions,,,,Important,Urgent,Not Important.,Important,,Yes,Yes,No,,No suggestion
118941742034,Taveta Branch,Lead Generator (LG),Yes,Female,25-34,Yes,No,Recently employed,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Parenting challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,No issue,Personal financial management,,Retirement planning,Investment,Financial planning,,Anxiety/depression,,,,,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Urgent,Urgent,Important,Urgent,,Yes,No,No,,No suggestion
118941748931,Malindi Branch,Lead Generator (LG),Yes,Male,25-34,Yes,Yes,,,"Personal challenges (career growth, education)",Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,No issue,,,Retirement planning,,Financial planning,,,Health and well-being including lifestyle diseases,,Men Cave/Women Forum,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Important,Urgent,Not Important.,Urgent,,No,Yes,No,,NO 
118941753483,"Parkside Tower ""A"" Branch",Lead Generator (LG),Yes,Female,25-34,Yes,No,Recently employed,,"Personal challenges (career growth, education)",Work- and work-related stressors,Work-life imbalance,Gen-Z protests,Marital issues,Financial challenges,Relationship difficulties,Parenting challenges,Anxiety and depression,Traumatic experiences,Loss and Grief,Alcohol (Substance and chemical dependency),"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,Yes,,Personal financial management,,Retirement planning,Investment,Financial planning,,Anxiety/depression,,,,,Parenting and childcare,,,,,,Important,Urgent,Not Important.,Important,,Yes,Yes,No,,No suggestions
118941757789,Kerugoya Branch,Lead Generator (LG),Yes,Female,Below 25 Years,Yes,No,Recently employed,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,no issue,,,,Investment,Financial planning,,,,,Men Cave/Women Forum,Building healthy relationships/marriages,Parenting and childcare,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Important,Not Important.,Urgent,,No,No,No,,No suggestions
118941762379,Kisumu Branch,Lead Generator (LG),Yes,Male,25-34,No,No,Recently employed,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Loss and Grief,Not Selected,Not Selected,Not Selected,No,He is willing to access the service,,Debt management,,Investment,,,,,,Men Cave/Women Forum,,,,Money matters/Financial coaching and literacy sessions,,,,Urgent,Urgent,Not Important.,Urgent,,Yes,Yes,No,,
118941769105,Queensway House,Lead Generator (LG),Yes,Female,Below 25 Years,Yes,No,new employee,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,no issue,,,,Investment,,,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Important,Urgent,Not Important.,Important,,Yes,Yes,No,,no suggestions
118941772786,Naivasha Branch,Lead Generator (LG),Yes,Male,25-34,No,No,New employee,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,No issue,,,,Investment,,,,,,Men Cave/Women Forum,,,,Money matters/Financial coaching and literacy sessions,,,,Important,Urgent,Not Important.,Urgent,,No,No,No,,No suggestions as at now
118941776926,Thika Branch,Lead Generator (LG),Yes,Female,25-34,Yes,No,new employee,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Anxiety and depression,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,No issue,Personal financial management,,,Investment,,,Anxiety/depression,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,,Building healthy relationships/marriages,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,Not Important.,Urgent,,Yes,Yes,No,,No suggestions
118941781525,Bomet Branch,Bancassurance,Yes,Male,25-34,Yes,No,recently employed,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,No issue,,,,Investment,Financial planning,,,Health and well-being including lifestyle diseases,,,Building healthy relationships/marriages,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,Not Important.,Urgent,,No,Yes,No,,No suggestions
118942155538,Kakamega Branch,Lead Generator (LG),Yes,Male,25-34,Yes,No,Newly employed,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,No issue,,Debt management,,Investment,,,Anxiety/depression,,,,,,,,,,,Important,Urgent,Not Important.,Important,,Yes,Yes,No,,No suggestions
118942258497,Muranga Branch,Bancassurance,Yes,Female,Below 25 Years,Yes,No,Newly employed,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,She has no issue that requires Counselling                                                                                                                                                                                                                                                                                          ,Personal financial management,,,Investment,Financial planning,,,,,,Building healthy relationships/marriages,,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,Not Important.,Urgent,,Yes,Yes,No,,None at the moment 
118942269853,Ruaraka Branch,Lead Generator (LG),Yes,Female,35-44,Yes,No,She was away in the field,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Marital issues,Financial challenges,Relationship difficulties,Not Selected,Anxiety and depression,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,She promise to consider ,Personal financial management,Debt management,,Investment,,,Anxiety/depression,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,Men Cave/Women Forum,Building healthy relationships/marriages,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",Develop a Teens program on contemporary topics,,Urgent,Not Important.,,Urgent,,No,No,No,,No suggestions at the moment
118942274679,Sarit Centre Prestige,Lead Generator (LG),Yes,Female,25-34,Yes,No,Recently employed,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,has no issue,,Debt management,,Investment,,,,Health and well-being including lifestyle diseases,,Men Cave/Women Forum,,,,,,,,Urgent,Urgent,Not Important.,Urgent,,Yes,Yes,No,,NO Suggestions
118943051947,Bishops Gate,Compliance & Legal,Yes,Male,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,managing well,,,,,,SAVINGS,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Urgent,Important,,Yes,Yes,No,none,none
118943052855,Market Branch,Operations,Yes,Male,25-34,Yes,No,didnt have the details,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,Financial planning,,,,,,,Parenting and childcare,,,,,,Important,Important,Not Important.,Important,,No,No,No,none,none
118943090254,Queensway House,Lead Generator (LG),Yes,Male,25-34,Yes,No,IN TRAINING,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,IM MANAGING,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Urgent,Important,,Yes,Yes,No,NONE,SATISFIED
118943093328,Kitale Branch,Sales,Yes,Female,25-34,Yes,No,JOINED RECENTLY,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Not Important.,Important,,No,No,No,NONE,SATISFIED
118943099183,Malindi Branch,Sales,Yes,Male,35-44,Yes,Yes,,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,MANAGING WELL,Personal financial management,,Retirement planning,Investment,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Urgent,Urgent,Important,Urgent,,Yes,No,Yes,FINANCIAL WELL PROGRAMS,SATISFIED
118943110693,Queensway House,Bancassurance,Yes,Female,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,,,,,,,,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,Important,Urgent,Important,,Yes,Yes,Yes,TOLL FREE INCREASED AWARENESS,SATISFIED
118943118530,Avon Centre Branch,Sales,Yes,Female,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,,,,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Important,Important,,Important,,No,No,Yes,AWARENESS SESSION,SATISFIED
118943122036,Thika Road Mall,Sales,Yes,Male,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,,,,Investment,,,,,,,,,,,,,NONE,Important,Important,Important,Important,,Yes,Yes,Yes,NONE,SATISFIED
118943125419,Webyuye Branch,Bancassurance,Yes,Female,45-54,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,MANAGING,,,,,,NONE,,,,Men Cave/Women Forum,,Parenting and childcare,,,,,WORK LIFE INTEGRATION,Important,Important,Not Important.,Important,,Yes,Yes,No,NONE,SATISFIED
118943129583,Westlands Sky Park Branch,PRESTIGE,Yes,Female,35-44,Yes,No,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,NOT INTERESTED,,,,,,NONE,,,,,,,Increased awareness sessions on mental health issues,,,,NONE,Urgent,Not Important.,Not Important.,Not Important.,,No,No,No,NONE,SATISFIED
